Customer_ID,Income_Band,Digital_Engagement,Balance_Band,Tenure_Band,Recent_Activity
C03703,Medium,87,Medium,Established,High
C03704,Medium,50,Low,Established,Medium
C03705,Low,66,Low,Established,High
C03706,Low,77,Low,Established,Medium
C03707,Medium,57,Medium,Loyal,Low
C03708,Medium,53,Medium,Established,Medium
C03709,Medium,46,High,Established,Medium
C03710,Medium,31,Low,New,Low
C03711,High,22,Medium,Established,Medium
C03712,Medium,47,Medium,Established,Low
C03713,High,84,Low,New,Low
C03714,Medium,38,Low,New,Low
C03715,High,34,Low,Established,Medium
C03716,High,46,Low,Established,Medium
C03717,Medium,68,High,Established,Low
C03718,High,37,Medium,Established,High
C03719,High,37,Medium,Established,High
C03720,Medium,29,Medium,Established,Medium
C03721,Medium,46,Medium,New,Low
C03722,Medium,37,Medium,Established,Low
C03723,High,87,Low,Established,Low
C03724,Medium,93,Medium,Loyal,High
C03725,High,50,Low,Established,High
C03726,Medium,26,Low,Established,Low
C03727,High,27,Low,Loyal,Medium
C03728,Low,46,Medium,Loyal,Low
C03729,Medium,57,Medium,New,Low
C03730,Medium,62,Medium,Loyal,Medium
C03731,High,44,Low,New,Low
C03732,High,48,High,Loyal,Low
C03733,Medium,42,Low,New,Medium
C03734,Medium,61,High,Established,Medium
C03735,Low,76,Medium,Loyal,Medium
C03736,High,23,Medium,New,Medium
C03737,Low,58,Medium,Loyal,Medium
C03738,Medium,72,Medium,Established,Medium
C03739,Medium,74,Medium,New,Medium
C03740,Medium,65,Low,Loyal,High
C03741,Low,62,Medium,Established,Low
C03742,Low,75,Low,Loyal,Medium
C03743,High,50,Medium,Loyal,Low
C03744,Medium,65,Medium,New,Medium
C03745,Low,45,High,New,Medium
C03746,Medium,55,Medium,Established,High
C03747,Low,30,Low,Established,High
C03748,High,48,Medium,New,Medium
C03749,Medium,31,Low,Established,Low
C03750,Low,38,Medium,Loyal,High
C03751,Low,53,Medium,New,Low
C03752,Medium,60,Medium,Established,Medium
C03753,Medium,96,Low,Established,High
C03754,Medium,22,Low,New,Medium
C03755,Medium,92,Medium,New,Medium
C03756,Medium,46,Low,New,Low
C03757,Low,78,Low,Established,Low
C03758,Low,74,Medium,New,High
C03759,High,98,Medium,Loyal,Low
C03760,Low,28,Low,Loyal,Medium
C03761,High,98,Medium,New,Medium
C03762,Medium,25,High,Loyal,Medium
C03763,Low,91,Medium,Loyal,Low
C03764,Low,72,Low,New,Low
C03765,Low,59,Low,Loyal,Medium
C03766,Medium,52,Low,New,Medium
C03767,Medium,27,Medium,Established,High
C03768,Medium,84,Medium,New,Medium
C03769,Medium,78,Low,Loyal,High
C03770,Medium,95,Low,Loyal,Low
C03771,High,79,Low,Loyal,Medium
C03772,High,97,Low,Loyal,High
C03773,Medium,91,High,New,High
C03774,High,54,Low,Established,Medium
C03775,Medium,77,Low,New,Medium
C03776,Medium,41,Medium,New,High
C03777,Medium,84,Low,New,Low
C03778,Low,69,Low,Loyal,Low
C03779,Medium,55,Medium,Established,Medium
C03780,High,70,Low,New,High
C03781,Low,42,Low,Loyal,Medium
C03782,High,70,Medium,Loyal,Medium
C03783,High,58,Medium,Established,High
C03784,Low,46,Low,Established,Low
C03785,Medium,99,High,Established,High
C03786,High,25,Low,Established,Low
C03787,High,81,High,Established,Medium
C03788,Low,37,High,Established,Medium
C03789,Medium,38,Medium,New,Low
C03790,Medium,32,Low,Established,Medium
C03791,Low,28,High,Established,High
C03792,Medium,30,Medium,New,Medium
C03793,Low,87,Low,New,Low
C03794,Low,95,Medium,Established,Low
C03795,Medium,67,Medium,Established,Medium
C03796,Medium,21,High,Established,Medium
C03797,Medium,90,Medium,New,Medium
C03798,Medium,68,High,Loyal,Low
C03799,Medium,62,Medium,New,Medium
C03800,Low,96,Medium,Established,Medium
C03801,Low,53,Medium,New,Low
C03802,Low,49,High,Established,Medium
C03803,Medium,83,High,Established,Medium
C03804,Low,62,High,Established,High
C03805,Low,78,Medium,Loyal,Medium
C03806,Low,76,Medium,Established,Low
C03807,Medium,87,Low,Established,High
C03808,Medium,45,High,Established,Low
C03809,High,25,Low,Loyal,High
C03810,Medium,58,Low,Loyal,Medium
C03811,Medium,72,Medium,Established,High
C03812,Low,86,Medium,Established,High
C03813,Medium,41,Medium,Loyal,High
C03814,Low,80,Low,Loyal,Low
C03815,Medium,87,Low,New,High
C03816,Medium,85,Low,Loyal,Medium
C03817,Medium,85,Low,Established,Medium
C03818,Low,99,Low,Established,Medium
C03819,Medium,73,Medium,Established,Medium
C03820,High,49,Low,Established,High
C03821,Medium,55,Medium,Loyal,High
C03822,Medium,80,Low,Established,Medium
C03823,Medium,39,Medium,New,Medium
C03824,Low,68,High,Established,Low
C03825,Medium,66,Low,New,Medium
C03826,Medium,73,Low,Established,High
C03827,Low,54,Medium,Established,Medium
C03828,Medium,79,Low,Established,High
C03829,High,25,High,New,Medium
C03830,Medium,80,High,New,Medium
C03831,Medium,85,Medium,New,Medium
C03832,Medium,91,High,Established,Low
C03833,Medium,94,Medium,Loyal,High
C03834,Medium,48,Medium,Established,High
C03835,Low,23,Low,Established,High
C03836,Medium,72,Low,Established,High
C03837,Medium,27,Low,New,Medium
C03838,Low,42,Medium,Loyal,Medium
C03839,Medium,76,Medium,Established,High
C03840,Low,68,Low,New,Low
C03841,Medium,69,Medium,Established,High
C03842,Medium,80,Low,Established,Low
C03843,Medium,33,Low,Established,High
C03844,Medium,84,Low,New,Medium
C03845,High,67,Medium,Established,High
C03846,Medium,54,Medium,New,Medium
C03847,Medium,57,Medium,Established,Medium
C03848,Medium,61,Low,Loyal,High
C03849,Low,64,Medium,Loyal,Medium
C03850,Low,47,High,Established,Low
C03851,Medium,38,Low,New,Low
C03852,Low,33,Medium,Established,Medium
C03853,Medium,47,Low,New,Medium
C03854,Medium,41,Low,Loyal,Medium
C03855,Medium,61,Medium,Established,Low
C03856,Low,93,Low,Established,Low
C03857,High,28,Medium,Established,High
C03858,Medium,45,High,Established,Medium
C03859,Medium,23,Low,Established,Low
C03860,Low,98,Low,Loyal,Low
C03861,Medium,76,High,New,Low
C03862,Low,39,Medium,Established,High
C03863,Medium,53,High,Loyal,Medium
C03864,Medium,78,Low,Established,Medium
C03865,High,97,Medium,Established,Medium
C03866,Medium,66,High,New,High
C03867,Medium,41,Low,Established,Medium
C03868,Low,76,High,Established,Medium
C03869,Medium,75,Medium,Established,Medium
C03870,Medium,72,High,New,High
C03871,Medium,23,Low,Established,Medium
C03872,Low,77,Medium,Established,Medium
C03873,Low,21,Low,Loyal,High
C03874,Low,93,High,Established,Low
C03875,High,91,Low,Established,Medium
C03876,Medium,65,Low,Loyal,Medium
C03877,Low,72,High,New,High
C03878,High,25,Low,Established,Low
C03879,Low,90,Medium,New,Medium
C03880,Medium,41,Low,Established,High
C03881,Medium,41,Medium,Loyal,Medium
C03882,High,77,Low,Established,Medium
C03883,Medium,96,Medium,Loyal,Low
C03884,Medium,60,Medium,New,Low
C03885,High,61,Low,Established,Medium
C03886,Low,64,Low,Established,Low
C03887,High,43,Low,New,High
C03888,High,68,Medium,Established,Medium
C03889,High,97,Low,Established,High
C03890,Low,50,Low,Established,Low
C03891,Low,82,Low,Loyal,Medium
C03892,Medium,82,Medium,Loyal,High
C03893,Medium,88,Medium,Established,Low
C03894,Medium,78,Medium,Loyal,Low
C03895,High,94,High,New,Medium
C03896,Medium,77,Medium,New,Low
C03897,Medium,99,High,Established,Low
C03898,Medium,77,Medium,Established,Medium
C03899,Low,87,Low,Established,High
C03900,Low,92,High,Established,Low
C03901,Low,99,Medium,Loyal,Medium
C03902,High,68,Medium,New,Medium
C03903,Medium,77,Low,Loyal,Medium
C03904,Medium,98,Low,Established,Medium
C03905,Medium,50,Medium,Established,Low
C03906,Medium,29,Medium,New,Low
C03907,High,91,Medium,Established,Medium
C03908,High,71,Medium,Established,High
C03909,Medium,54,Medium,Established,Medium
C03910,High,78,Low,Established,Medium
C03911,Medium,22,Low,New,High
C03912,Medium,58,Low,Established,High
C03913,High,41,High,Established,High
C03914,Medium,43,Medium,Loyal,Medium
C03915,Medium,98,High,Established,High
C03916,Medium,64,Medium,Established,Medium
C03917,Medium,31,Medium,Established,Medium
C03918,Medium,49,Medium,Established,High
C03919,Medium,39,High,Established,Medium
C03920,Medium,93,High,New,High
C03921,Low,43,Medium,Loyal,High
C03922,High,48,Low,Established,Medium
C03923,Medium,47,Medium,Established,Low
C03924,High,34,Low,Established,High
C03925,Low,83,Low,Established,Medium
C03926,Medium,66,Medium,New,Medium
C03927,Medium,55,High,Established,Low
C03928,High,52,Low,New,High
C03929,Low,74,Low,New,High
C03930,High,27,High,New,Low
C03931,Medium,95,Low,Established,Medium
C03932,Medium,65,Low,New,High
C03933,Medium,38,Medium,Loyal,Low
C03934,Low,63,High,Loyal,Low
C03935,Medium,89,Medium,New,Medium
C03936,Low,34,Medium,Established,High
C03937,Medium,62,Low,Established,Medium
C03938,Medium,68,Low,Loyal,Low
C03939,Medium,85,Medium,Established,Low
C03940,Low,65,High,Established,Medium
C03941,Low,79,Low,New,Low
C03942,Low,82,Low,Loyal,Medium
C03943,Low,92,Low,New,Low
C03944,Medium,49,Low,Loyal,High
C03945,Low,77,Low,New,Medium
C03946,High,40,Low,Established,High
C03947,Low,88,Medium,Established,Low
C03948,Low,97,Low,New,Medium
C03949,High,43,Medium,New,High
C03950,Low,65,Medium,New,Medium
C03951,Medium,86,High,Established,Low
C03952,High,22,High,Established,Low
C03953,High,77,Medium,New,Medium
C03954,Medium,86,Low,Established,Medium
C03955,Low,90,Medium,New,High
C03956,Medium,35,Low,Established,High
C03957,High,81,Low,Established,Medium
C03958,High,83,Low,Loyal,High
C03959,Low,20,High,Loyal,Medium
C03960,Medium,77,Low,Established,Low
C03961,Medium,70,Medium,New,Low
C03962,Low,98,Medium,Loyal,High
C03963,Medium,23,Medium,New,Medium
C03964,Low,98,Low,New,High
C03965,Medium,66,High,Established,Low
C03966,Low,42,Medium,Established,Low
C03967,Medium,51,Medium,Established,High
C03968,Low,82,Medium,Loyal,High
C03969,Medium,100,High,Established,High
C03970,Low,45,Medium,New,Low
C03971,High,99,Medium,Established,Medium
C03972,Low,70,Low,Established,Medium
C03973,Medium,35,Low,New,High
C03974,Low,68,Low,Loyal,Low
C03975,Low,84,Low,Established,Medium
C03976,Low,24,Low,Established,Low
C03977,Low,26,Low,Loyal,Medium
C03978,Low,20,High,Established,Low
C03979,Medium,66,Medium,Established,High
C03980,Medium,24,High,Established,Low
C03981,Low,95,Medium,Loyal,Medium
C03982,Medium,30,Medium,Loyal,High
C03983,Medium,25,Low,Established,Low
C03984,Low,40,Medium,New,Low
C03985,Medium,81,Low,Loyal,Medium
C03986,Low,93,Medium,Loyal,Medium
C03987,Low,40,High,Established,Medium
C03988,Medium,62,High,Loyal,Medium
C03989,High,82,Low,Established,Low
C03990,High,84,Medium,Established,High
C03991,High,32,Low,Established,Low
C03992,Medium,87,Low,New,Medium
C03993,Low,90,Low,Established,High
C03994,Medium,79,Low,Established,High
C03995,Low,62,Medium,New,Low
C03996,Low,51,Medium,New,Low
C03997,Low,92,Low,Established,Medium
C03998,Medium,89,High,Established,Medium
C03999,Medium,61,Medium,Loyal,Medium
C04000,Low,80,Medium,New,Medium
C04001,Medium,52,Medium,Loyal,Low
C04002,Medium,80,Medium,New,Medium
C04003,High,27,Medium,New,Medium
C04004,Low,93,Medium,Established,High
C04005,Medium,61,High,Established,Medium
C04006,Low,68,Low,Established,Low
C04007,Medium,35,Medium,New,Medium
C04008,Low,62,Low,New,Medium
C04009,Low,20,High,Established,High
C04010,Medium,92,Low,New,High
C04011,Low,80,Low,New,High
C04012,Low,56,High,New,Medium
C04013,High,87,Medium,Established,High
C04014,Low,85,Low,Established,Low
C04015,Medium,29,Low,New,Medium
C04016,Medium,24,Medium,Established,Medium
C04017,Low,40,High,Established,High
C04018,Medium,20,Medium,Established,High
C04019,Low,66,Low,Established,Low
C04020,Medium,62,Medium,Established,High
C04021,Low,63,Medium,Loyal,High
C04022,Low,25,Low,New,High
C04023,Medium,94,High,Loyal,Medium
C04024,High,99,Low,New,High
C04025,Medium,67,High,Established,High
C04026,High,20,Medium,Established,Medium
C04027,Medium,52,Low,New,Medium
C04028,Medium,78,Medium,New,High
C04029,Medium,80,Medium,New,High
C04030,High,39,Medium,New,Medium
C04031,Medium,86,Medium,Established,High
C04032,Medium,98,Low,New,Low
C04033,Medium,61,Low,Loyal,Medium
C04034,Medium,50,Medium,Loyal,Medium
C04035,Low,62,Low,New,Medium
C04036,Medium,22,Low,New,Medium
C04037,Medium,62,Medium,Established,Medium
C04038,High,22,Low,Loyal,Medium
C04039,Medium,22,Medium,Established,Low
C04040,High,64,High,New,Low
C04041,Medium,61,High,Loyal,Medium
C04042,Medium,99,Low,Established,Medium
C04043,Low,61,Medium,Established,Low
C04044,High,99,High,Loyal,Low
C04045,Medium,85,Medium,Loyal,Low
C04046,Low,47,Medium,Established,Low
C04047,Low,95,Medium,Established,High
C04048,Low,59,Low,Established,Medium
C04049,Medium,68,Low,New,Medium
C04050,Medium,28,Medium,Established,Medium
C04051,High,37,Low,New,Low
C04052,Medium,62,High,Established,Medium
C04053,Medium,41,Medium,Established,High
C04054,Medium,68,Low,Loyal,Low
C04055,High,26,Medium,Loyal,Low
C04056,High,40,Medium,New,Medium
C04057,Low,73,Low,New,Low
C04058,High,69,High,Established,Low
C04059,Medium,99,Medium,New,Medium
C04060,High,92,Medium,New,Medium
C04061,High,85,High,Established,Low
C04062,Medium,20,Medium,Established,High
C04063,Low,68,Medium,New,Low
C04064,Medium,38,Low,Established,Medium
C04065,Low,41,Low,Loyal,Medium
C04066,Medium,37,Medium,Established,Medium
C04067,Low,56,Medium,New,Medium
C04068,Medium,30,Medium,Established,Medium
C04069,High,63,Medium,Loyal,Medium
C04070,Low,33,Medium,New,High
C04071,Medium,60,High,Established,Medium
C04072,Medium,70,High,Established,Medium
C04073,Medium,34,Low,Established,High
C04074,Low,28,High,New,Low
C04075,Low,85,High,Loyal,High
C04076,Medium,79,Low,Established,Low
C04077,Medium,41,Low,New,Medium
C04078,Medium,91,Low,New,Medium
C04079,Low,37,Medium,Established,Medium
C04080,Medium,95,Medium,New,Low
C04081,Medium,29,Medium,Established,Medium
C04082,Low,73,Medium,Loyal,High
C04083,Medium,21,Low,New,High
C04084,Medium,35,Medium,Loyal,Medium
C04085,Medium,52,High,Loyal,Low
C04086,High,26,High,New,Medium
C04087,Medium,57,Medium,Established,Medium
C04088,Medium,38,Low,Loyal,Low
C04089,Low,28,Low,Established,High
C04090,Low,97,Low,Established,Medium
C04091,Low,99,Medium,Loyal,Medium
C04092,Medium,97,Low,Established,Medium
C04093,High,32,High,New,Low
C04094,Low,50,Medium,New,Medium
C04095,Low,46,Medium,Established,Medium
C04096,Medium,46,Low,Established,Medium
C04097,Medium,53,Medium,Established,Medium
C04098,Medium,61,Medium,New,Medium
C04099,Medium,59,Medium,Loyal,Medium
C04100,High,43,Low,Established,High
C04101,Low,99,High,Established,Medium
C04102,Medium,99,Low,New,Medium
C04103,Medium,46,Low,New,High
C04104,Medium,37,High,New,Medium
C04105,High,63,Low,Established,Medium
C04106,Low,49,Low,New,High
C04107,Medium,99,Medium,Loyal,Medium
C04108,Medium,54,Medium,New,High
C04109,High,23,Low,New,Medium
C04110,Medium,30,Low,Loyal,Medium
C04111,Medium,26,Low,Established,Low
C04112,High,51,Medium,Established,Low
C04113,Medium,45,Low,New,Medium
C04114,Medium,89,Medium,Established,Low
C04115,Medium,92,High,Established,Medium
C04116,Low,31,Low,Loyal,Low
C04117,Medium,96,Low,Established,Low
C04118,High,67,Low,Loyal,Medium
C04119,Medium,44,Low,Established,Medium
C04120,Medium,52,Low,Established,Medium
C04121,High,55,Medium,Established,High
C04122,Medium,33,Low,Established,Low
C04123,High,90,Medium,Established,Low
C04124,Medium,20,Medium,Established,High
C04125,High,25,High,New,High
C04126,Low,42,Low,Established,Medium
C04127,Medium,31,Low,New,Medium
C04128,Medium,25,High,Established,High
C04129,Medium,51,Low,New,Medium
C04130,High,50,Medium,New,Low
C04131,Medium,30,Medium,New,Low
C04132,Medium,85,Medium,New,Low
C04133,Medium,91,Low,New,High
C04134,Medium,78,Low,New,Medium
C04135,Medium,62,Medium,Established,Low
C04136,Low,96,Medium,Established,Low
C04137,Medium,48,Medium,Loyal,Low
C04138,High,54,Medium,Loyal,Medium
C04139,Medium,21,High,New,High
C04140,Medium,77,High,Established,Medium
C04141,Medium,27,Medium,Established,High
C04142,Medium,73,Low,Established,Low
C04143,Low,83,Medium,Established,Medium
C04144,Medium,37,Medium,Established,Medium
C04145,Medium,69,Medium,Established,Low
C04146,Low,44,Low,Established,Medium
C04147,Low,52,Medium,Established,High
C04148,Medium,62,Low,New,Low
C04149,Medium,40,Low,Loyal,Medium
C04150,Medium,84,High,Loyal,High
C04151,Low,51,Medium,New,High
C04152,Medium,57,Medium,Established,Medium
C04153,Medium,85,Medium,Loyal,Low
C04154,Medium,38,Medium,Established,High
C04155,Medium,56,Low,New,Low
C04156,Low,100,Medium,Established,Low
C04157,High,52,Low,Established,Low
C04158,Low,29,Medium,New,Medium
C04159,Medium,43,Low,Established,Medium
C04160,Low,97,High,Established,High
C04161,Medium,81,Medium,New,Medium
C04162,Low,85,Medium,Loyal,High
C04163,High,40,Low,New,Medium
C04164,Medium,87,Medium,Established,Medium
C04165,Medium,51,Medium,Established,Low
C04166,Low,84,Medium,New,Low
C04167,Low,91,Medium,Established,Medium
C04168,Medium,36,High,Established,Medium
C04169,Medium,96,Medium,Established,Low
C04170,Medium,71,Medium,Established,Medium
C04171,High,79,Medium,Loyal,Medium
C04172,Medium,81,Medium,Loyal,Medium
C04173,High,33,Medium,New,Low
C04174,Low,80,Medium,Established,Low
C04175,Medium,37,Low,Established,Medium
C04176,Medium,41,Low,Loyal,High
C04177,Medium,29,Low,Loyal,High
C04178,High,34,High,Established,Low
C04179,Medium,99,Medium,Loyal,Low
C04180,High,46,Medium,Established,Medium
C04181,Medium,51,Medium,New,Low
C04182,Low,58,Medium,Established,High
C04183,Medium,77,High,Established,Medium
C04184,Medium,66,High,Established,High
C04185,High,63,High,Established,Low
C04186,High,87,High,Established,High
C04187,Low,60,Low,Loyal,High
C04188,Low,82,Low,New,Medium
C04189,Low,93,Medium,Established,High
C04190,Medium,74,Medium,Established,Medium
C04191,Low,22,Low,New,Low
C04192,Medium,41,Medium,Established,Medium
C04193,Medium,70,Low,Established,High
C04194,High,58,Low,New,High
C04195,Low,43,Low,Loyal,Medium
C04196,Medium,47,High,Established,Medium
C04197,Low,26,Medium,New,Low
C04198,High,39,Medium,New,Low
C04199,Low,83,High,Established,Medium
C04200,Low,20,High,Loyal,Medium
C04201,Low,87,Medium,Established,Low
C04202,High,47,Medium,New,High
C04203,Low,85,Low,New,Medium
C04204,Medium,40,Medium,Established,Medium
C04205,Medium,87,Low,Established,Low
C04206,Medium,66,Medium,Established,Low
C04207,Low,88,Medium,Established,Medium
C04208,Low,25,Low,Established,High
C04209,Medium,84,Medium,Established,Low
C04210,Low,41,Medium,Established,High
C04211,Medium,49,Medium,New,High
C04212,Medium,23,Low,Established,High
C04213,Medium,97,Low,Established,Medium
C04214,Low,71,Medium,Established,Medium
C04215,Medium,99,High,New,High
C04216,Low,66,High,New,Medium
C04217,Medium,32,Low,Established,Low
C04218,Low,47,Medium,New,Medium
C04219,High,55,Medium,Established,Medium
C04220,Medium,31,High,Established,Medium
C04221,Low,95,Low,New,High
C04222,Low,97,Medium,Established,Medium
C04223,Medium,65,Medium,Established,Low
C04224,Low,67,Low,New,High
C04225,Low,76,Low,Loyal,Low
C04226,High,75,Low,Established,Low
C04227,Medium,25,Medium,Loyal,High
C04228,Low,63,Medium,New,High
C04229,Medium,82,Medium,Loyal,Medium
C04230,Low,85,Low,Loyal,Medium
C04231,High,68,High,New,Medium
C04232,Low,92,Medium,Established,High
C04233,Medium,67,High,Established,High
C04234,Medium,50,Low,Established,Low
C04235,Low,55,High,Established,High
C04236,Low,75,High,Loyal,Medium
C04237,Medium,91,High,Established,Low
C04238,High,38,High,Loyal,Low
C04239,Medium,43,Medium,Loyal,Low
C04240,Medium,72,Medium,Loyal,High
C04241,Medium,81,Medium,Established,Medium
C04242,High,52,Medium,Established,Medium
C04243,Medium,72,High,Loyal,Low
C04244,Medium,20,Low,Established,High
C04245,Medium,43,Medium,New,Medium
C04246,Low,97,High,Established,High
C04247,High,66,Low,New,Medium
C04248,Low,90,Low,Loyal,High
C04249,Low,37,Low,Established,Medium
C04250,High,43,Medium,Established,Medium
C04251,Medium,98,High,New,High
C04252,Low,100,Low,Established,Medium
C04253,Low,91,Medium,Established,High
C04254,Medium,45,Medium,Established,Low
C04255,High,84,Medium,Established,Medium
C04256,Low,57,Medium,Established,High
C04257,Low,88,High,New,High
C04258,Medium,88,Low,Established,Medium
C04259,High,55,Low,Established,Medium
C04260,Low,44,Medium,Loyal,High
C04261,High,98,Medium,Loyal,Medium
C04262,High,56,Medium,Established,High
C04263,Low,54,Low,Established,Low
C04264,High,73,Low,New,Low
C04265,Medium,95,High,Loyal,High
C04266,Medium,30,Low,Loyal,Medium
C04267,Medium,99,Medium,New,Medium
C04268,High,54,Medium,Established,Medium
C04269,Medium,22,Low,Established,High
C04270,Medium,45,Low,New,Medium
C04271,High,57,Medium,Loyal,High
C04272,Medium,74,Medium,Loyal,Medium
C04273,High,65,Low,Loyal,Medium
C04274,High,31,Medium,New,Low
C04275,Low,59,Low,Established,Medium
C04276,Low,38,Low,Loyal,Low
C04277,Medium,41,Low,Established,Low
C04278,High,77,Low,Established,Medium
C04279,Low,85,Medium,Established,Medium
C04280,Medium,32,High,New,Medium
C04281,Low,68,Low,Established,Medium
C04282,Medium,54,Medium,Loyal,Medium
C04283,Medium,47,Medium,New,Medium
C04284,Low,77,Medium,New,High
C04285,High,40,Medium,Established,High
C04286,Low,82,Low,Established,High
C04287,High,52,Medium,Established,Low
C04288,Low,27,Low,New,Medium
C04289,High,84,Medium,Established,High
C04290,Medium,89,Low,New,High
C04291,Low,65,Medium,Established,Medium
C04292,Low,78,Medium,Established,Medium
C04293,Low,31,Medium,Established,High
C04294,Medium,47,Low,Established,High
C04295,High,48,Medium,Established,Medium
C04296,Medium,81,Medium,Established,Low
C04297,Medium,48,Medium,Established,High
C04298,Medium,78,Low,Established,Medium
C04299,Medium,44,Low,Established,Low
C04300,Medium,68,Low,Established,Medium
C04301,Medium,36,Medium,Established,Medium
C04302,Medium,65,Medium,Established,Medium
C04303,High,26,Medium,New,High
C04304,Medium,79,Medium,Established,Low
C04305,Low,22,Medium,New,Low
C04306,Low,100,Medium,Loyal,Medium
C04307,Medium,87,Medium,Established,Low
C04308,Medium,66,Medium,New,Medium
C04309,High,93,Low,Established,Medium
C04310,Medium,85,High,Established,Medium
C04311,Medium,31,High,Loyal,High
C04312,Medium,80,Medium,Loyal,Low
C04313,Low,50,High,Loyal,High
C04314,High,89,High,Established,Medium
C04315,Low,89,Medium,Loyal,Medium
C04316,Medium,97,Medium,Established,High
C04317,High,56,Medium,Loyal,Low
C04318,Medium,35,Low,New,High
C04319,High,30,Low,Loyal,Low
C04320,Medium,33,Medium,Established,High
C04321,High,100,Medium,Established,Low
C04322,Medium,67,Low,Loyal,Medium
C04323,Medium,48,Medium,Established,Low
C04324,Low,56,Medium,Loyal,Medium
C04325,Low,34,Medium,New,Low
C04326,Medium,66,Low,Established,Low
C04327,Low,54,Medium,Established,Low
C04328,Medium,84,Low,New,Low
C04329,High,21,Low,Established,Medium
C04330,High,95,Low,Established,Medium
C04331,Low,24,Low,New,Low
C04332,High,53,Low,Established,High
C04333,Low,47,Medium,New,Medium
C04334,Medium,78,Medium,Loyal,Low
C04335,High,73,Low,Loyal,Medium
C04336,Low,35,High,Established,Medium
C04337,Low,59,Medium,Established,Medium
C04338,Low,63,High,Established,High
C04339,Medium,57,Medium,Established,Medium
C04340,High,21,Low,Loyal,High
C04341,Low,34,High,Established,Medium
C04342,Low,60,High,Established,High
C04343,Medium,41,Medium,New,Medium
C04344,Low,64,Medium,Established,Medium
C04345,Medium,33,Medium,Loyal,Medium
C04346,High,79,Medium,New,High
C04347,Medium,35,Medium,New,Low
C04348,High,72,Medium,New,Low
C04349,Medium,87,Low,New,Low
C04350,High,49,Low,Established,Low
C04351,Low,31,Low,Established,High
C04352,Low,20,Low,Established,Medium
C04353,Medium,49,Medium,New,Low
C04354,Low,29,High,Established,Medium
C04355,High,91,Low,Established,Low
C04356,Medium,98,Low,Established,High
C04357,High,99,Low,New,High
C04358,Medium,94,Medium,Established,Low
C04359,Medium,67,Medium,New,Medium
C04360,Medium,46,Medium,Loyal,High
C04361,Low,56,High,Loyal,Medium
C04362,Medium,40,High,Loyal,High
C04363,Medium,88,High,New,Medium
C04364,High,55,High,New,Low
C04365,Medium,51,Medium,Loyal,Medium
C04366,Low,75,Medium,Established,Low
C04367,Medium,50,Medium,Established,High
C04368,Medium,48,Medium,Established,High
C04369,Low,38,Low,New,Medium
C04370,Medium,25,Low,Established,Medium
C04371,Low,23,Low,Loyal,High
C04372,Low,52,Medium,Established,High
C04373,Medium,100,Medium,Established,Medium
C04374,Low,41,Low,Loyal,High
C04375,Medium,71,Medium,Established,Low
C04376,Low,46,Medium,New,High
C04377,Medium,44,Medium,Established,Medium
C04378,Low,33,Low,New,Low
C04379,High,65,Low,Established,Medium
C04380,Low,73,Medium,Established,Medium
C04381,Medium,48,Medium,New,Medium
C04382,Medium,62,High,New,Medium
C04383,Low,58,Medium,Established,Medium
C04384,Medium,41,High,New,High
C04385,High,76,Low,Established,Medium
C04386,High,64,Medium,New,Low
C04387,Medium,25,High,Established,High
C04388,Low,59,Low,Loyal,Medium
C04389,Medium,51,Medium,New,Medium
C04390,Medium,84,Low,Established,High
C04391,Low,44,Medium,New,Low
C04392,Medium,97,Low,Established,High
C04393,Medium,69,Medium,Established,Medium
C04394,Medium,30,Medium,New,Low
C04395,Medium,52,Low,New,High
C04396,Medium,91,Low,Established,High
C04397,Low,40,Low,Established,Low
C04398,Medium,77,Low,Loyal,High
C04399,Low,83,Medium,Loyal,High
C04400,Medium,76,High,Established,High
C04401,Medium,27,Low,New,Low
C04402,Medium,50,Medium,New,Low
C04403,Low,48,Medium,Established,High
C04404,Low,47,Low,Loyal,High
C04405,Medium,91,Low,New,Low
C04406,Medium,20,Medium,New,Medium
C04407,High,63,Medium,Established,Low
C04408,Medium,99,High,Loyal,Medium
C04409,High,90,Medium,Established,Medium
C04410,Low,69,Medium,Established,Low
C04411,Medium,100,High,Established,Medium
C04412,Low,52,High,Established,Medium
C04413,Medium,69,High,Established,Medium
C04414,Low,64,Low,Established,High
C04415,Low,23,High,Established,Low
C04416,Medium,23,High,Established,Low
C04417,Medium,92,Medium,New,Medium
C04418,Low,34,Medium,New,Medium
C04419,Low,48,High,New,Low
C04420,Medium,70,Medium,New,High
C04421,Medium,66,Medium,New,Low
C04422,Low,61,Medium,Established,Low
C04423,Medium,99,Medium,Loyal,High
C04424,Low,83,Medium,Established,High
C04425,Medium,96,Low,Established,Medium
C04426,Medium,73,Low,Loyal,Low
C04427,Low,99,Medium,Loyal,Medium
C04428,Low,68,Medium,New,Low
C04429,Low,63,Medium,New,Medium
C04430,Low,86,High,New,Medium
C04431,Medium,90,Medium,Loyal,Medium
C04432,High,25,Medium,New,Medium
C04433,High,93,Low,Established,High
C04434,Medium,75,Medium,Established,Low
C04435,Medium,92,High,Established,Low
C04436,Medium,77,Medium,Established,High
C04437,High,95,High,Established,Low
C04438,Low,42,High,Established,Low
C04439,Low,35,Medium,Loyal,Low
C04440,Medium,35,Medium,New,Medium
C04441,Low,40,Medium,Loyal,Medium
