Customer_ID,Risk_Score,Outstanding_Balance,Overdue_Days,Overdue_Amount,Segment,Current_Channel,Estimated_Recovery_Rate,Expected_Recovery,Contact_Cost,Recovery_per_Cost
C00914,0.2941,5767732.0,113,345060.0,Mass,SMS,0.2288,47605.0,3000,15.8682
C00915,0.1144,27198360.0,118,1314620.0,Mass,Field Agent,0.7365,670811.0,180000,3.7267
C00916,0.2387,4356454.0,161,345409.0,Mass,Call Center,0.4968,108224.0,25000,4.329
C00917,0.0198,18087387.0,123,770994.0,Mass,SMS,0.2672,152478.0,3000,50.8261
C00918,0.3482,15024557.0,40,339839.0,Mass,SMS,0.1844,36084.0,3000,12.0282
C00919,0.3993,40879308.0,40,980339.0,Mass,SMS,0.1784,96260.0,3000,32.0868
C00920,0.2649,181539427.0,112,10368080.0,Affluent,SMS,0.2329,1491319.0,3000,497.1062
C00921,0.4769,3576144.0,156,363325.0,Mass,Field Agent,0.5894,109543.0,180000,0.6086
C00922,0.1309,242999857.0,171,17478078.0,Mass,SMS,0.2517,3011058.0,3000,1003.686
C00923,0.3702,19802351.0,110,1263732.0,Mass,SMS,0.2182,155741.0,3000,51.9135
C00924,0.1932,35399033.0,96,1570553.0,Mass,SMS,0.2429,249305.0,3000,83.1017
C00925,0.1855,6074160.0,147,408069.0,Affluent,Field Agent,0.7077,189798.0,180000,1.0544
C00926,0.1754,67744779.0,176,5368743.0,Affluent,SMS,0.2454,872704.0,3000,290.9013
C00927,0.3681,26058613.0,6,100000.0,Affluent,Call Center,0.3303,18694.0,25000,0.7478
C00928,0.3035,23509590.0,56,705233.0,Affluent,SMS,0.2017,85108.0,3000,28.3693
C00929,0.2833,3602005.0,61,114737.0,Mass,Call Center,0.437,30500.0,25000,1.22
C00930,0.4036,26914701.0,102,1653704.0,Mass,WhatsApp,0.2882,261303.0,5000,52.2606
C00931,0.24,58247673.0,54,1551821.0,Mass,WhatsApp,0.2808,274547.0,5000,54.9094
C00932,0.2458,19739016.0,56,549623.0,Affluent,SMS,0.2089,71994.0,3000,23.9979
C00933,0.5511,80888784.0,5,283404.0,Affluent,WhatsApp,0.1866,25088.0,5000,5.0176
C00934,0.1233,77615799.0,1,100000.0,Mass,SMS,0.1778,12236.0,3000,4.0788
C00935,0.1521,13167879.0,81,463695.0,Mass,Call Center,0.5066,158318.0,25000,6.3327
C00936,0.5364,123222256.0,180,15325450.0,Mass,SMS,0.1949,1439039.0,3000,479.6798
C00937,0.4368,26158411.0,54,882154.0,Priority,WhatsApp,0.2481,116359.0,5000,23.2718
C00938,0.2104,26275083.0,44,547555.0,Mass,Call Center,0.4277,150994.0,25000,6.0398
C00939,0.1777,27601139.0,48,598556.0,Mass,Call Center,0.4427,175192.0,25000,7.0077
C00940,0.1853,26794364.0,176,2154625.0,Mass,SMS,0.2441,345651.0,3000,115.2169
C00941,0.4564,1801721.0,120,137853.0,Mass,Field Agent,0.5977,42994.0,180000,0.2389
C00942,0.2338,20767088.0,118,1198771.0,Mass,SMS,0.2373,180076.0,3000,60.0253
C00943,0.1423,6391247.0,35,100000.0,Mass,SMS,0.2042,13864.0,3000,4.6214
C00944,0.4306,127130171.0,163,12856354.0,Affluent,WhatsApp,0.2831,1946161.0,5000,389.2322
C00945,0.1166,122114462.0,36,1807181.0,Mass,Call Center,0.4368,546030.0,25000,21.8412
C00946,0.2235,58604657.0,175,4947060.0,Affluent,Field Agent,0.6922,2185633.0,180000,12.1424
C00947,0.4873,19695859.0,172,2229776.0,Mass,WhatsApp,0.2724,307553.0,5000,61.5105
C00948,0.3318,9123567.0,103,521088.0,Mass,Field Agent,0.6483,197328.0,180000,1.0963
C00949,0.6798,12952578.0,157,1599481.0,Mass,SMS,0.1748,114674.0,3000,38.2247
C00950,0.2516,174428991.0,180,15732506.0,Mass,Call Center,0.493,4841533.0,25000,193.6613
C00951,0.2387,12511878.0,105,646991.0,Mass,Call Center,0.4968,202711.0,25000,8.1084
C00952,0.2062,2370926.0,139,155152.0,Mass,Field Agent,0.6993,70187.0,180000,0.3899
C00953,0.3946,70038237.0,107,4469542.0,Mass,Field Agent,0.6228,1538462.0,180000,8.547
C00954,0.2843,112098611.0,95,5568405.0,Mass,SMS,0.2302,779132.0,3000,259.7105
C00955,0.3685,131379688.0,61,4640186.0,Affluent,SMS,0.1973,517943.0,3000,172.6477
C00956,0.1408,70613675.0,118,3559771.0,Mass,WhatsApp,0.3379,817396.0,5000,163.4792
C00957,0.4152,83129157.0,49,2485197.0,Mass,WhatsApp,0.2469,332878.0,5000,66.5757
C00958,0.3619,26359003.0,35,530088.0,Mass,Call Center,0.3762,113472.0,25000,4.5389
C00959,0.2998,3134846.0,50,100000.0,Mass,Call Center,0.415,24904.0,25000,0.9962
C00960,0.1855,25706834.0,2,100000.0,Affluent,WhatsApp,0.2328,15302.0,5000,3.0603
C00961,0.5249,46546350.0,169,5374542.0,Mass,Field Agent,0.5699,1493447.0,180000,8.2969
C00962,0.4076,21837000.0,47,620988.0,Priority,Field Agent,0.529,179436.0,180000,0.9969
C00963,0.3228,20864303.0,144,1647986.0,Affluent,Call Center,0.4721,457956.0,25000,18.3183
C00964,0.0902,9532984.0,79,296323.0,Mass,SMS,0.2479,51788.0,3000,17.2627
C00965,0.3094,9181009.0,62,307137.0,Mass,Field Agent,0.596,108983.0,180000,0.6055
C00966,0.3151,157122277.0,42,3586157.0,Mass,Call Center,0.3985,846529.0,25000,33.8612
C00967,0.1818,162913958.0,148,10959062.0,Affluent,SMS,0.2446,1766445.0,3000,588.8149
C00968,0.1982,24933909.0,93,1079325.0,Mass,SMS,0.2423,170193.0,3000,56.7312
C00969,0.4441,33128682.0,81,1688876.0,Mass,Call Center,0.4234,377493.0,25000,15.0997
C00970,0.2666,9374730.0,119,570124.0,Mass,SMS,0.2327,81811.0,3000,27.2702
C00971,0.1349,47534258.0,145,2917478.0,Affluent,Field Agent,0.7282,1450092.0,180000,8.0561
C00972,0.253,145259965.0,119,8677454.0,Affluent,Field Agent,0.6803,3680631.0,180000,20.4479
C00973,0.102,5417557.0,85,184819.0,Mass,Field Agent,0.7292,94205.0,180000,0.5234
C00974,0.2336,39755934.0,161,3130245.0,Mass,Call Center,0.4983,987749.0,25000,39.51
C00975,0.7524,42858246.0,162,5796829.0,Affluent,Field Agent,0.4775,1034798.0,180000,5.7489
C00976,0.2876,42371770.0,174,3871033.0,Priority,WhatsApp,0.3101,727815.0,5000,145.5629
C00977,0.3571,129242889.0,17,1255390.0,Mass,Call Center,0.3496,250806.0,25000,10.0322
C00978,0.2811,191501193.0,161,16054817.0,Mass,WhatsApp,0.3114,3046712.0,5000,609.3423
C00979,0.1161,19794263.0,35,284548.0,Mass,Call Center,0.4352,85685.0,25000,3.4274
C00980,0.2758,49011232.0,112,2839204.0,Mass,Field Agent,0.671,1166087.0,180000,6.4783
C00981,0.2531,27197078.0,119,1624923.0,Mass,SMS,0.2346,237628.0,3000,79.2093
C00982,0.5214,13286660.0,38,343813.0,Mass,WhatsApp,0.2198,36983.0,5000,7.3966
C00983,0.1971,32775785.0,2,100000.0,Affluent,Call Center,0.3597,23434.0,25000,0.9373
C00984,0.4673,48929249.0,170,5363995.0,Mass,Call Center,0.4296,1189897.0,25000,47.5959
C00985,0.1649,31056388.0,161,2216231.0,Mass,SMS,0.2469,365315.0,3000,121.7718
C00986,0.3463,10357331.0,32,186991.0,Mass,Field Agent,0.5182,55898.0,180000,0.3105
C00987,0.1078,15725997.0,109,694573.0,Mass,SMS,0.2549,123245.0,3000,41.0817
C00988,0.368,15846813.0,28,256763.0,Mass,WhatsApp,0.234,34005.0,5000,6.801
C00989,0.1653,10766418.0,102,487057.0,Mass,Call Center,0.5184,168506.0,25000,6.7402
C00990,0.0637,34206490.0,58,745593.0,Mass,WhatsApp,0.3149,168591.0,5000,33.7183
C00991,0.1494,37977274.0,136,2236083.0,Mass,Call Center,0.5231,789853.0,25000,31.5941
C00992,0.343,66579281.0,104,3891262.0,Affluent,WhatsApp,0.2997,674628.0,5000,134.9256
C00993,0.2846,10604235.0,90,499199.0,Affluent,WhatsApp,0.3107,94259.0,5000,18.8519
C00994,0.0713,14032796.0,123,657434.0,Mass,SMS,0.26,122108.0,3000,40.7028
C00995,0.3378,118326207.0,86,5683612.0,Mass,WhatsApp,0.2966,979762.0,5000,195.9523
C00996,0.2628,21208032.0,3,100000.0,Mass,WhatsApp,0.2235,13827.0,5000,2.7655
C00997,0.1551,25764739.0,108,1215194.0,Affluent,Call Center,0.5214,426083.0,25000,17.0433
C00998,0.1942,20984249.0,141,1369269.0,Affluent,Call Center,0.5099,455870.0,25000,18.2348
C00999,0.295,77626328.0,89,3661596.0,Mass,Call Center,0.4787,1056010.0,25000,42.2404
C01000,0.2565,80695637.0,32,1302370.0,Mass,Field Agent,0.5476,443412.0,180000,2.4634
C01001,0.1783,76102714.0,2,100000.0,Mass,SMS,0.1732,11443.0,3000,3.8144
C01002,0.2013,25673092.0,54,648152.0,Mass,SMS,0.2128,89564.0,3000,29.8547
C01003,0.1322,10448306.0,139,612123.0,Mass,SMS,0.2515,105279.0,3000,35.0931
C01004,0.1831,171415238.0,58,4527319.0,Mass,Field Agent,0.6331,1887309.0,180000,10.485
C01005,0.0809,58861357.0,173,3943766.0,Mass,Call Center,0.5432,1520017.0,25000,60.8007
C01006,0.074,15834908.0,60,363543.0,Mass,Call Center,0.4907,127204.0,25000,5.0882
C01007,0.1593,103823742.0,77,3513699.0,Mass,WhatsApp,0.3199,753522.0,5000,150.7043
C01008,0.3609,14632819.0,137,1150517.0,Mass,Field Agent,0.6365,417088.0,180000,2.3172
C01009,0.254,102470938.0,111,5717505.0,Affluent,Field Agent,0.6799,2421706.0,180000,13.4539
C01010,0.3569,109635411.0,8,501065.0,Mass,Call Center,0.3358,96156.0,25000,3.8462
C01011,0.2704,9948214.0,14,100000.0,Mass,WhatsApp,0.234,14386.0,5000,2.8772
C01012,0.3282,44729540.0,36,889068.0,Affluent,Call Center,0.3858,200978.0,25000,8.0391
C01013,0.159,54656412.0,157,3770060.0,Mass,SMS,0.2477,626227.0,3000,208.7423
C01014,0.154,341649386.0,5,744799.0,Mass,Call Center,0.3739,187418.0,25000,7.4967
C01015,0.2442,11900432.0,13,100000.0,Mass,Call Center,0.3681,23112.0,25000,0.9245
C01016,0.3516,104733508.0,141,8383937.0,Mass,SMS,0.2208,1062832.0,3000,354.2773
C01017,0.1387,25437433.0,113,1223903.0,Priority,SMS,0.2506,208751.0,3000,69.5838
C01018,0.1961,7224743.0,178,596787.0,Mass,SMS,0.2425,94369.0,3000,31.4564
C01019,0.178,22173295.0,40,400884.0,Mass,Call Center,0.4289,113651.0,25000,4.5461
C01020,0.6758,25061695.0,119,2337720.0,Mass,WhatsApp,0.2368,228111.0,5000,45.6221
C01021,0.2943,8671013.0,25,114794.0,Priority,SMS,0.1792,12402.0,3000,4.1342
C01022,0.2769,34159798.0,107,1892979.0,Affluent,WhatsApp,0.3122,361404.0,5000,72.2808
C01023,0.1773,65149529.0,20,588301.0,Mass,Call Center,0.3947,153591.0,25000,6.1437
C01024,0.0101,31724095.0,164,1769431.0,Mass,Field Agent,0.7789,1026644.0,180000,5.7036
C01025,0.4226,14541865.0,75,670845.0,Mass,Field Agent,0.5808,209898.0,180000,1.1661
C01026,0.0986,21550602.0,46,395589.0,Affluent,SMS,0.2186,60601.0,3000,20.2004
C01027,0.211,24886674.0,178,2099740.0,Mass,SMS,0.2405,325410.0,3000,108.47
C01028,0.0951,31068593.0,12,147913.0,Mass,SMS,0.1899,19736.0,3000,6.5786
C01029,0.4418,75846123.0,144,6857711.0,Mass,Call Center,0.4371,1585931.0,25000,63.4372
C01030,0.3804,32812698.0,92,1771881.0,Affluent,Call Center,0.4552,451453.0,25000,18.0581
C01031,0.0717,6148322.0,124,290551.0,Mass,Call Center,0.5459,113283.0,25000,4.5313
C01032,0.1339,14247120.0,47,282985.0,Mass,WhatsApp,0.2906,56165.0,5000,11.233
C01033,0.2658,29514949.0,159,2395777.0,Priority,Field Agent,0.6751,998111.0,180000,5.5451
C01034,0.0225,76938031.0,82,2197778.0,Mass,Call Center,0.5454,885540.0,25000,35.4216
C01035,0.0318,91535078.0,76,2466200.0,Mass,Field Agent,0.7342,1329194.0,180000,7.3844
C01036,0.1838,147460621.0,83,5579281.0,Mass,Call Center,0.501,1839564.0,25000,73.5826
C01037,0.415,28488207.0,54,938417.0,Mass,WhatsApp,0.2517,128154.0,5000,25.6308
C01038,0.1692,53634097.0,58,1387872.0,Mass,Field Agent,0.6381,589271.0,180000,3.2737
C01039,0.4288,5838152.0,26,100000.0,Mass,WhatsApp,0.223,11943.0,5000,2.3886
C01040,0.2826,38426887.0,88,1764334.0,Mass,SMS,0.2289,245818.0,3000,81.9393
C01041,0.1938,8530191.0,86,339325.0,Mass,SMS,0.2396,53103.0,3000,17.7011
C01042,0.4033,23484406.0,69,975781.0,Affluent,Field Agent,0.5759,308170.0,180000,1.7121
C01043,0.1302,500000000.0,178,37392697.0,Mass,SMS,0.2518,6447830.0,3000,2149.2766
C01044,0.3611,33866627.0,21,408275.0,Affluent,SMS,0.169,39285.0,3000,13.095
C01045,0.4807,10538789.0,164,1129983.0,Mass,Call Center,0.4257,245151.0,25000,9.806
C01046,0.1808,37587248.0,157,2678330.0,Mass,WhatsApp,0.3303,583573.0,5000,116.7146
C01047,0.056,14906549.0,5,100000.0,Mass,Field Agent,0.5449,39338.0,180000,0.2185
C01048,0.0173,9565202.0,127,418920.0,Mass,Field Agent,0.776,240998.0,180000,1.3389
C01049,0.1651,204796204.0,38,3450493.0,Mass,Field Agent,0.5919,1363146.0,180000,7.573
C01050,0.1909,72652504.0,8,267703.0,Mass,SMS,0.1768,30977.0,3000,10.3256
C01051,0.239,35318696.0,155,2697141.0,Mass,Field Agent,0.686,1166479.0,180000,6.4804
C01052,0.2849,16895588.0,21,185667.0,Affluent,Field Agent,0.5138,57960.0,180000,0.322
C01053,0.2305,18321704.0,54,481823.0,Mass,Call Center,0.4393,134362.0,25000,5.3745
C01054,0.1423,116904539.0,18,901092.0,Priority,Field Agent,0.5512,337143.0,180000,1.873
C01055,0.1098,33969170.0,26,359045.0,Mass,Call Center,0.4206,104982.0,25000,4.1993
C01056,0.0827,1145763.0,12,100000.0,Mass,WhatsApp,0.2582,18295.0,5000,3.659
C01057,0.3018,281410467.0,152,22864608.0,Mass,Field Agent,0.6605,9047106.0,180000,50.2617
C01058,0.3928,30022232.0,11,196552.0,Affluent,WhatsApp,0.2138,23268.0,5000,4.6536
C01059,0.1113,35242221.0,137,1967522.0,Mass,SMS,0.2544,347590.0,3000,115.8633
C01060,0.3631,74111494.0,29,1236693.0,Priority,SMS,0.1746,122742.0,3000,40.914
C01061,0.1885,39816391.0,165,3015429.0,Affluent,WhatsApp,0.3289,650317.0,5000,130.0634
C01062,0.3147,52761642.0,153,4384471.0,Mass,Call Center,0.4745,1232908.0,25000,49.3163
C01063,0.4567,16365122.0,114,1189948.0,Affluent,SMS,0.2061,127901.0,3000,42.6337
C01064,0.2522,7308810.0,150,549766.0,Priority,Call Center,0.4929,169049.0,25000,6.762
C01065,0.0983,33085946.0,54,712629.0,Affluent,Call Center,0.4735,236502.0,25000,9.4601
C01066,0.0831,104636295.0,141,5735618.0,Mass,Field Agent,0.7492,3044410.0,180000,16.9134
C01067,0.2546,13079855.0,40,263191.0,Affluent,SMS,0.1953,32008.0,3000,10.6694
C01068,0.127,12071555.0,111,560078.0,Mass,WhatsApp,0.3405,130922.0,5000,26.1845
C01069,0.4326,84766048.0,166,8748064.0,Affluent,Call Center,0.4398,2053587.0,25000,82.1435
C01070,0.1708,15825628.0,131,927092.0,Priority,SMS,0.2461,151629.0,3000,50.5431
C01071,0.2763,16581969.0,49,420506.0,Mass,Call Center,0.4194,107900.0,25000,4.316
C01072,0.2997,17214147.0,133,1220599.0,Mass,Call Center,0.4789,350806.0,25000,14.0322
C01073,0.5653,23427132.0,159,2645370.0,Mass,Call Center,0.4008,495540.0,25000,19.8216
C01074,0.1606,5182242.0,161,367454.0,Priority,SMS,0.2475,60908.0,3000,20.3027
C01075,0.2716,14578323.0,134,1004825.0,Affluent,SMS,0.232,143175.0,3000,47.7251
C01076,0.3085,31476582.0,132,2239579.0,Affluent,Call Center,0.4763,635467.0,25000,25.4187
C01077,0.2103,31252950.0,142,2101527.0,Priority,Call Center,0.5052,684586.0,25000,27.3834
C01078,0.1794,79588442.0,133,4794482.0,Mass,SMS,0.2449,775244.0,3000,258.4145
C01079,0.1164,157317813.0,25,1616086.0,Affluent,WhatsApp,0.2683,299966.0,5000,59.9932
C01080,0.3624,113449666.0,145,9457227.0,Mass,Call Center,0.4605,2477095.0,25000,99.0838
C01081,0.3774,62397687.0,33,1204512.0,Mass,SMS,0.1759,118918.0,3000,39.6395
C01082,0.3358,21544945.0,101,1212468.0,Mass,SMS,0.223,157383.0,3000,52.4611
C01083,0.5314,13407399.0,62,571591.0,Mass,Field Agent,0.5143,142364.0,180000,0.7909
C01084,0.3054,25450980.0,39,532938.0,Mass,Call Center,0.3961,126088.0,25000,5.0435
C01085,0.1193,44900754.0,51,945374.0,Affluent,WhatsApp,0.2975,194170.0,5000,38.8339
C01086,0.2263,56872597.0,16,440609.0,Mass,Field Agent,0.5206,146092.0,180000,0.8116
C01087,0.0894,46616826.0,80,1465289.0,Affluent,Field Agent,0.7218,746007.0,180000,4.1445
C01088,0.1741,22146962.0,76,756365.0,Mass,WhatsApp,0.3161,158523.0,5000,31.7045
C01089,0.476,54912338.0,73,2608326.0,Affluent,WhatsApp,0.259,345843.0,5000,69.1686
C01090,0.346,88212469.0,17,845746.0,Mass,SMS,0.1677,81815.0,3000,27.2718
C01091,0.1202,60282160.0,110,2741548.0,Affluent,WhatsApp,0.3418,646476.0,5000,129.2951
C01092,0.5939,24212348.0,31,547355.0,Mass,Call Center,0.3152,78174.0,25000,3.127
C01093,0.0991,10859357.0,155,672279.0,Mass,SMS,0.2561,120608.0,3000,40.2027
C01094,0.269,10604818.0,5,100000.0,Mass,Field Agent,0.4829,29721.0,180000,0.1651
C01095,0.4039,12650012.0,10,100000.0,Mass,WhatsApp,0.2113,11581.0,5000,2.3161
C01096,0.4141,32328559.0,55,1083507.0,Mass,Field Agent,0.5432,319545.0,180000,1.7752
C01097,0.1062,42042440.0,74,1257339.0,Mass,Call Center,0.5072,444424.0,25000,17.777
C01098,0.1281,6075981.0,175,445240.0,Mass,Field Agent,0.731,223253.0,180000,1.2403
C01099,0.1714,15102808.0,95,642200.0,Affluent,SMS,0.246,104949.0,3000,34.983
C01100,0.1903,31885817.0,69,1012457.0,Mass,SMS,0.2263,150059.0,3000,50.0197
C01101,0.3977,10167495.0,151,918869.0,Mass,SMS,0.2143,108532.0,3000,36.1774
C01102,0.1566,38581774.0,44,743091.0,Mass,Call Center,0.4411,220159.0,25000,8.8064
C01103,0.2226,18383390.0,162,1434674.0,Mass,Call Center,0.5016,459582.0,25000,18.3833
C01104,0.1305,12127257.0,73,372088.0,Mass,SMS,0.2375,60507.0,3000,20.169
C01105,0.3076,26366157.0,57,809097.0,Mass,Field Agent,0.5857,282563.0,180000,1.5698
C01106,0.2131,37008816.0,55,967655.0,Mass,SMS,0.2121,132092.0,3000,44.0308
C01107,0.2207,10701104.0,2,100000.0,Mass,WhatsApp,0.2281,14591.0,5000,2.9182
C01108,0.5069,19614389.0,122,1606306.0,Mass,SMS,0.199,158753.0,3000,52.9175
C01109,0.0493,39907098.0,104,1519756.0,Mass,Field Agent,0.763,841116.0,180000,4.6729
C01110,0.1174,11667248.0,115,552296.0,Affluent,SMS,0.2536,96806.0,3000,32.2687
C01111,0.2874,4764149.0,118,295114.0,Mass,WhatsApp,0.3102,55497.0,5000,11.0995
C01112,0.1546,5377922.0,5,100000.0,Affluent,SMS,0.178,11973.0,3000,3.991
C01113,0.2073,16458219.0,158,1226200.0,Mass,WhatsApp,0.3253,257829.0,5000,51.5658
C01114,0.3162,6688954.0,93,338506.0,Mass,Field Agent,0.6546,131154.0,180000,0.7286
C01115,0.38,17657382.0,125,1294852.0,Mass,SMS,0.2168,157209.0,3000,52.403
C01116,0.2024,132134280.0,7,433123.0,Affluent,Call Center,0.3671,103154.0,25000,4.1262
C01117,0.3454,6298285.0,137,486295.0,Mass,SMS,0.2216,62226.0,3000,20.7422
C01118,0.1633,18845440.0,122,1016628.0,Mass,WhatsApp,0.3336,226704.0,5000,45.3408
C01119,0.2375,210857042.0,67,6945672.0,Affluent,WhatsApp,0.2951,1293951.0,5000,258.7901
C01120,0.2608,37600070.0,169,3222878.0,Mass,Call Center,0.4903,979153.0,25000,39.1661
C01121,0.3019,17307718.0,118,1091861.0,Mass,WhatsApp,0.3074,201082.0,5000,40.2164
C01122,0.235,21370109.0,164,1717413.0,Mass,Call Center,0.4979,540826.0,25000,21.633
C01123,0.0383,38406946.0,148,2039962.0,Mass,Field Agent,0.7674,1144166.0,180000,6.3565
C01124,0.3461,136271301.0,38,2920884.0,Affluent,SMS,0.1831,308640.0,3000,102.88
C01125,0.6262,14702569.0,180,1986915.0,Mass,SMS,0.1823,158288.0,3000,52.7626
C01126,0.3742,11719634.0,134,915210.0,Mass,Field Agent,0.6311,325130.0,180000,1.8063
C01127,0.1104,6296961.0,35,100000.0,Mass,SMS,0.2079,14443.0,3000,4.8142
C01128,0.4455,27714947.0,143,2498271.0,Priority,SMS,0.2076,273474.0,3000,91.1582
C01129,0.3499,6129961.0,78,270904.0,Mass,SMS,0.2122,33054.0,3000,11.0181
C01130,0.4097,15722506.0,156,1487560.0,Mass,SMS,0.2126,172429.0,3000,57.4762
C01131,0.1846,10076363.0,32,147159.0,Affluent,SMS,0.197,19063.0,3000,6.3543
C01132,0.4941,73185648.0,47,2279507.0,Mass,Field Agent,0.4989,572047.0,180000,3.178
C01133,0.2902,15036483.0,63,499018.0,Affluent,Call Center,0.4383,132318.0,25000,5.2927
C01134,0.3405,37181308.0,82,1708464.0,Affluent,SMS,0.2164,214329.0,3000,71.4429
C01135,0.13,5026801.0,114,240683.0,Mass,SMS,0.2518,41514.0,3000,13.8379
C01136,0.208,28513646.0,40,538304.0,Affluent,Field Agent,0.5821,202443.0,180000,1.1247
C01137,0.4983,7506096.0,128,639438.0,Priority,Call Center,0.4205,134668.0,25000,5.3867
C01138,0.4858,16333649.0,5,100000.0,Mass,WhatsApp,0.1954,9909.0,5000,1.9818
C01139,0.3195,228167133.0,60,7479375.0,Mass,WhatsApp,0.2737,1208306.0,5000,241.6612
C01140,0.2658,63500654.0,119,3857896.0,Affluent,SMS,0.2328,554198.0,3000,184.7328
C01141,0.0024,21987261.0,48,353460.0,Mass,WhatsApp,0.3131,82867.0,5000,16.5733
C01142,0.1451,500000000.0,78,16773118.0,Mass,WhatsApp,0.3236,3676876.0,5000,735.3752
C01143,0.2234,10011167.0,110,531091.0,Mass,SMS,0.2387,80926.0,3000,26.9752
C01144,0.1692,80165417.0,45,1609309.0,Affluent,Call Center,0.4397,470834.0,25000,18.8334
C01145,0.2003,5398933.0,174,438576.0,Affluent,SMS,0.242,68961.0,3000,22.987
C01146,0.1835,19588704.0,153,1365619.0,Priority,WhatsApp,0.3298,296489.0,5000,59.2979
C01147,0.0637,6495347.0,175,427151.0,Mass,SMS,0.2611,80091.0,3000,26.697
C01148,0.5291,32335049.0,90,1996604.0,Priority,Call Center,0.4114,398777.0,25000,15.9511
C01149,0.2427,26439156.0,62,811659.0,Mass,WhatsApp,0.2889,147402.0,5000,29.4804
C01150,0.1748,18379043.0,180,1488263.0,Mass,SMS,0.2455,242121.0,3000,80.7069
C01151,0.2239,74509963.0,132,4746446.0,Mass,Field Agent,0.6921,2096027.0,180000,11.6446
C01152,0.1926,14179211.0,143,936156.0,Mass,WhatsApp,0.3281,200798.0,5000,40.1597
C01153,0.1008,34664897.0,33,458197.0,Mass,SMS,0.2073,66440.0,3000,22.1467
C01154,0.0928,56794004.0,157,3524097.0,Mass,WhatsApp,0.347,860266.0,5000,172.0532
C01155,0.1006,5672640.0,96,218057.0,Mass,WhatsApp,0.3455,52711.0,5000,10.5421
C01156,0.193,11827904.0,140,765068.0,Affluent,Call Center,0.5102,255103.0,25000,10.2041
C01157,0.2522,26383447.0,149,1971451.0,Mass,SMS,0.2347,288650.0,3000,96.2167
C01158,0.2439,46947467.0,20,465658.0,Affluent,Field Agent,0.5244,153358.0,180000,0.852
C01159,0.1819,103556110.0,18,847417.0,Mass,WhatsApp,0.2509,140115.0,5000,28.023
C01160,0.1574,20145804.0,12,105953.0,Mass,WhatsApp,0.2477,17619.0,5000,3.5238
C01161,0.1768,18217903.0,116,953501.0,Affluent,WhatsApp,0.3311,208862.0,5000,41.7724
C01162,0.2008,10446634.0,165,805254.0,Mass,SMS,0.2419,126538.0,3000,42.1794
C01163,0.1617,34773650.0,6,100000.0,Priority,WhatsApp,0.2404,16089.0,5000,3.2178
C01164,0.2043,18573916.0,25,218038.0,Priority,Field Agent,0.5484,77458.0,180000,0.4303
C01165,0.3769,19007689.0,88,977851.0,Mass,Field Agent,0.6258,343621.0,180000,1.909
C01166,0.2727,22759606.0,71,832420.0,Mass,Call Center,0.456,232928.0,25000,9.3171
C01167,0.3189,43401929.0,19,450174.0,Mass,WhatsApp,0.2322,61741.0,5000,12.3483
C01168,0.1593,14227053.0,110,687874.0,Affluent,SMS,0.2477,114215.0,3000,38.0718
C01169,0.3207,11550373.0,163,1030091.0,Mass,SMS,0.2251,136726.0,3000,45.5753
C01170,0.4311,38497758.0,39,931944.0,Priority,Call Center,0.3654,182014.0,25000,7.2805
C01171,0.579,1213066.0,1,100000.0,Priority,SMS,0.1329,6644.0,3000,2.2147
C01172,0.2854,13669918.0,41,293445.0,Mass,Field Agent,0.5582,99476.0,180000,0.5526
C01173,0.1601,7905560.0,34,118278.0,Affluent,WhatsApp,0.2719,21543.0,5000,4.3085
C01174,0.3156,83273806.0,84,3803196.0,Mass,WhatsApp,0.2988,672917.0,5000,134.5834
C01175,0.2724,16085899.0,20,165656.0,Mass,SMS,0.1778,18076.0,3000,6.0252
C01176,0.6256,14270004.0,65,696024.0,Mass,WhatsApp,0.2257,68695.0,5000,13.739
C01177,0.3309,23813516.0,22,290216.0,Affluent,Call Center,0.3632,61620.0,25000,2.4648
C01178,0.1277,13783930.0,122,703701.0,Mass,Call Center,0.5295,255648.0,25000,10.2259
C01179,0.5023,16713682.0,85,949265.0,Affluent,SMS,0.1964,92983.0,3000,30.9945
C01180,0.3652,27549551.0,14,222474.0,Mass,SMS,0.1634,20629.0,3000,6.8762
C01181,0.0089,16392688.0,8,100000.0,Mass,Call Center,0.4101,30575.0,25000,1.223
C01182,0.3337,16275459.0,88,796058.0,Affluent,Call Center,0.4658,216212.0,25000,8.6485
C01183,0.3285,9104039.0,107,538062.0,Affluent,SMS,0.224,70599.0,3000,23.5329
C01184,0.6285,7886024.0,32,189855.0,Mass,Call Center,0.3083,25507.0,25000,1.0203
C01185,0.113,26562826.0,59,640508.0,Mass,Field Agent,0.6609,293575.0,180000,1.631
C01186,0.2318,33969951.0,110,1823057.0,Mass,SMS,0.2375,274598.0,3000,91.5328
