Lead_ID,Age,Monthly_Income,Account_Tenure_Months,Product_Count,Monthly_Transactions,Digital_Engagement,Balance,Credit_Utilization,Recent_Application,Segment,Converted,Conversion_Probability
L01132,51,49795543,153,3,13,63,9936275.825991293,0.09865550710152847,0,Affluent,1,0.6743898824252637
L01133,56,21352292,152,2,19,36,2641373.0419157213,0.15098207862753896,1,Affluent,1,0.30187666268974467
L01134,55,4726948,35,4,22,72,10009173.371531846,0.6487553884676898,1,Mass,1,0.45914937356817187
L01135,48,34297159,56,1,20,56,8459690.746766314,0.8948121937719273,0,Mass,1,0.2704536566424362
L01136,23,29648840,148,3,19,47,38537413.85447113,0.4171803730861188,0,Mass,0,0.39509026343886766
L01137,53,33455277,166,5,9,74,14136924.436490897,0.749891810745049,1,Mass,0,0.5883068039980843
L01138,37,38546402,15,4,22,90,16954841.617784705,0.9262236291026725,0,Mass,1,0.7118792322215389
L01139,54,25879154,151,3,12,25,14666972.13771927,0.6874693690048559,1,Mass,0,0.147436700006335
L01140,45,42031642,89,5,23,60,1784148.6536017132,0.7007057900011253,1,Affluent,1,0.6844601396754257
L01141,60,21026899,107,1,23,80,2036237.9047036408,0.6043107147635479,1,Mass,1,0.3989510600671224
L01142,36,29079425,14,5,22,39,10906648.612385133,0.929908863219589,1,Priority,1,0.6179572730934398
L01143,62,11291720,123,2,24,41,19818387.91418027,0.31982543092010957,1,Affluent,1,0.3664982418192888
L01144,59,32516135,123,5,27,10,11860161.47277569,0.7546896058646462,0,Mass,1,0.39054518261367804
L01145,35,16033455,120,5,20,39,6321719.387664769,0.42357025599091663,1,Mass,1,0.17238893449895898
L01146,42,36049347,143,4,19,63,11795723.86811394,0.1898776778815362,0,Mass,1,0.268180227276304
L01147,44,40848508,171,4,17,98,10815331.026830928,0.7154351372583245,0,Affluent,0,0.42542456743782814
L01148,55,43512447,153,4,23,57,32689484.458197497,0.7964617232400348,0,Mass,1,0.32760381085810264
L01149,52,46737768,135,2,20,36,30909704.09454587,0.8272392075005807,0,Priority,0,0.3614743596940929
L01150,59,9625318,177,1,24,83,8624747.382116951,0.8796906454528242,0,Affluent,0,0.16795838997802293
L01151,37,10347606,122,2,16,27,14269522.187955562,0.720420433908503,0,Mass,0,0.0707933062046061
L01152,43,46604381,121,3,17,27,19771657.786217887,0.5248566996266312,0,Mass,0,0.1984542256384343
L01153,40,21518075,98,4,21,57,22935698.805549987,0.8948258837595547,0,Mass,0,0.08583947318170196
L01154,61,5196800,139,2,20,84,78307884.33747444,0.2386091085366291,0,Mass,0,0.2695179082099886
L01155,34,17201530,13,3,24,29,14583672.335972544,0.11957878708197169,0,Mass,1,0.2479791167652609
L01156,47,42465188,92,1,16,11,48269264.16017422,0.4384631483382784,0,Affluent,0,0.32965441424047276
L01157,26,20329526,77,1,25,75,4701902.074067852,0.5739967287908795,0,Mass,1,0.27872126412967857
L01158,59,7530059,165,5,11,63,7927806.396828743,0.6619904464692482,1,Mass,0,0.6141619131544904
L01159,38,37217024,14,5,19,72,1772207.2154557165,0.7838797716311875,0,Affluent,0,0.5889413271898534
L01160,36,12952897,116,5,32,46,17450298.266037267,0.07408098046090854,0,Affluent,0,0.5619173211478723
L01161,47,20228882,34,2,24,20,28662055.957598463,0.7718417069096677,0,Mass,1,0.18367153741198627
L01162,43,4179130,160,3,13,40,1164934.7668803062,0.5901158115334182,0,Mass,0,0.21815294071363345
L01163,59,31691871,154,4,17,52,18107687.442670505,0.9076529303939708,0,Affluent,0,0.28527234834038906
L01164,44,24481808,43,2,20,49,27447100.89449416,0.3631076806733594,1,Mass,0,0.3522549499979469
L01165,44,43884270,157,4,28,90,25927075.206254274,0.6052806135217392,0,Mass,1,0.7800391975102143
L01166,25,19380524,90,4,21,30,4536651.029131605,0.7398935656555412,1,Affluent,0,0.3103123083022953
L01167,21,13411839,175,3,32,38,32497727.837340057,0.5147558786779827,0,Affluent,0,0.13450504151983914
L01168,38,11635673,132,3,22,26,15140218.781822275,0.19031681603259687,0,Mass,1,0.3124097415234778
L01169,65,13207302,7,2,22,61,27087918.590604156,0.09481979481798139,0,Mass,0,0.43906123952658466
L01170,62,24750147,37,5,18,83,13226102.118376112,0.1502605952052548,1,Affluent,0,0.6613535429508539
L01171,49,8009658,73,5,15,90,21957034.53554413,0.49541412411299973,1,Mass,0,0.16929234945915406
L01172,49,22509060,39,5,18,30,45480606.35525654,0.625647896155663,0,Priority,0,0.5778237390793328
L01173,38,43315361,24,4,24,49,12231665.806424303,0.5634689592345627,0,Mass,0,0.3928170982178747
L01174,28,39312407,177,2,20,77,19928582.544588458,0.6916245276581441,0,Affluent,1,0.35779602277652767
L01175,21,33313953,157,4,14,14,52343035.76914674,0.08509517921701862,0,Priority,0,0.6308879577913916
L01176,36,45083994,79,2,22,74,13128954.210597971,0.17270664937618785,0,Mass,0,0.16463393406250318
L01177,35,39889894,39,5,28,22,4867858.151268311,0.7350260980537306,1,Affluent,1,0.4457497763170924
L01178,29,34018093,33,2,28,13,29491241.626828376,0.753064131629802,0,Mass,0,0.12861152422800778
L01179,32,43701095,165,3,19,20,62986965.72370123,0.6820644508859596,0,Affluent,0,0.5604663364534397
L01180,22,9722877,60,1,25,90,54425550.0653239,0.7208870389386879,0,Priority,0,0.3973859049828789
L01181,48,41639886,3,1,16,71,30662425.117559046,0.9170960778520969,0,Priority,0,0.24924887647135546
L01182,62,17587976,72,2,29,81,1438919.6903635194,0.8997968063777277,1,Mass,0,0.49730930844852017
L01183,52,37720886,82,3,21,72,7942415.706252927,0.6300336565856126,0,Affluent,0,0.1176533353651744
L01184,41,46012641,113,1,23,82,8359927.154176605,0.33740112086381496,0,Affluent,0,0.5846446360588857
L01185,39,26817153,61,5,14,55,15688353.04729368,0.06269890178833716,0,Mass,0,0.22081410593404585
L01186,34,8081786,167,1,29,83,81151277.43945642,0.6184473088179944,1,Affluent,0,0.32134218019274213
L01187,27,21030509,116,5,19,15,5091174.586746434,0.43817346215336095,0,Mass,0,0.19744278095376286
L01188,47,22715368,178,2,19,63,141210585.4038575,0.18232470661839006,0,Priority,1,0.6381972521232778
L01189,46,47089806,67,2,17,78,10234068.848904407,0.24373197320413437,0,Affluent,1,0.8387963876936013
L01190,21,47355212,118,1,16,100,6966750.387874945,0.8928763843189889,1,Mass,0,0.1822415114309963
L01191,39,30149433,66,5,21,42,34926816.43609813,0.10960028659041116,0,Mass,0,0.4703684401274735
L01192,33,47730582,126,4,17,26,37801714.847267024,0.7587236980515797,1,Priority,1,0.8126394757920442
L01193,28,24069375,135,1,14,75,28731587.064174835,0.8618443980314677,1,Mass,0,0.20737858804674814
L01194,52,22915346,58,1,16,16,6948978.944311843,0.6695127722104552,0,Mass,0,0.08953755241580541
L01195,44,42479301,169,4,27,80,24781027.217716616,0.10520747718404125,0,Mass,0,0.5820905021180938
L01196,49,34700256,155,5,23,74,5336086.169562547,0.8112676305354891,1,Mass,0,0.5948804653090523
L01197,53,28029343,162,1,25,72,6758522.74360903,0.6379600469548208,0,Mass,1,0.36507339178100207
L01198,65,25010297,40,2,24,36,13642365.170743307,0.2993296094346992,1,Mass,1,0.266980051542991
L01199,57,36457890,130,3,27,20,6606715.298303447,0.6166898445704122,1,Priority,0,0.2942237619039941
L01200,48,38659184,20,1,14,65,42982731.79961585,0.17288850647136106,0,Affluent,0,0.6620458876322131
L01201,60,26567138,19,2,22,43,8413879.546242526,0.6868827976668455,0,Affluent,0,0.17633175657174993
L01202,42,5452741,176,1,26,45,12032291.365790932,0.8626960563427727,0,Mass,0,0.03729462173955242
L01203,65,8684486,28,3,25,27,6220510.139770279,0.5195131381565368,0,Affluent,0,0.09490169342418356
L01204,55,10631228,156,4,21,40,42336940.910754286,0.9068953559397778,0,Mass,0,0.12361346884340353
L01205,50,25256049,78,3,19,85,7705414.216372895,0.4442854710383852,0,Affluent,1,0.6932124165556294
L01206,61,32253144,55,2,23,91,46995944.17544153,0.821810328603309,0,Affluent,1,0.2303475186015242
L01207,44,40973307,14,3,24,41,43667048.83251771,0.7462835742895463,1,Mass,0,0.6111706935634981
L01208,53,14697404,122,3,23,22,9603323.631365538,0.12958656290895335,0,Priority,1,0.5609900865582307
L01209,33,40183507,130,1,25,13,15451684.234794995,0.8713873201394786,0,Priority,1,0.2745611254586913
L01210,64,34638405,85,1,29,27,9340326.646933116,0.8693848884574519,0,Mass,0,0.03327286102154505
L01211,49,6376225,146,1,20,10,25887809.86584484,0.3662742793061303,0,Priority,0,0.09743778783447994
L01212,56,20156254,59,5,27,70,12349046.946512258,0.7640949935077357,0,Affluent,1,0.29087876442033866
L01213,41,17922373,100,4,19,68,9880563.428693103,0.2521737004868844,1,Mass,1,0.7195461837342322
L01214,60,44785695,52,1,18,81,15708930.37510866,0.07735377731716787,0,Mass,1,0.35450219097898733
L01215,24,46375056,105,2,17,40,3082788.1702543967,0.23714341800503008,0,Affluent,0,0.2877541043730424
L01216,26,41685931,25,3,19,85,13904352.996091876,0.48558905522934825,0,Affluent,0,0.5429866432023341
L01217,43,28288295,86,1,16,25,28721965.292446986,0.10199075313532238,0,Mass,0,0.1018711379301671
L01218,53,26670538,99,5,18,31,17220569.68772782,0.1940055648002636,0,Mass,1,0.3195794541505629
L01219,57,18328363,101,5,19,93,38849949.10705461,0.9053941940434249,0,Mass,1,0.22464928287100874
L01220,40,7968972,81,2,23,90,10285674.616677899,0.4944568200499952,0,Mass,1,0.720238246725874
L01221,50,16472342,116,1,12,64,9475973.490732035,0.7907904768033176,0,Mass,0,0.1012787974029355
L01222,45,10219628,93,2,21,65,4907335.846662236,0.23596047431833095,0,Mass,0,0.5841973228591829
L01223,64,26735949,51,3,17,73,9997202.436985323,0.12966952378169985,0,Affluent,0,0.2876942822027193
L01224,50,17788774,39,5,18,84,107119263.51864558,0.7524932504096491,0,Mass,0,0.39716044037018217
L01225,39,13084174,117,2,19,31,19758693.392827082,0.36395044573898216,1,Affluent,0,0.39228557525776286
L01226,64,21315031,169,2,14,16,8352108.1938760495,0.4638239918217701,0,Affluent,0,0.23074116742248574
L01227,25,43600763,136,2,18,26,5484403.096135422,0.942916122910016,0,Priority,1,0.29720202903072584
L01228,65,29668456,115,1,17,42,3032900.660655174,0.3348775183318006,1,Priority,0,0.5824378886741659
L01229,27,41861110,166,1,20,31,6538165.566438944,0.47583121305799153,0,Priority,1,0.4194183376116804
L01230,33,46039616,162,3,24,57,32048286.21290889,0.6213301985459856,0,Mass,0,0.32851155770072504
L01231,57,45498884,92,4,23,22,9786642.325123843,0.13016190265529518,1,Mass,1,0.33905486326673906
L01232,54,20146016,20,1,23,62,5753903.2635886185,0.6947888927131437,0,Mass,0,0.1893379083914675
L01233,64,44363941,115,2,21,74,6422878.727147925,0.456557918247532,0,Mass,0,0.35717434176729274
L01234,54,45831299,113,5,21,19,28718198.073609937,0.20751302978035469,0,Mass,0,0.3432102700628724
L01235,49,48141428,50,5,16,36,13829266.75344587,0.43748767373040703,1,Mass,1,0.47414566775581696
L01236,36,20146131,153,4,18,59,8011241.853009935,0.464601062841362,0,Mass,1,0.13540832715484244
L01237,21,14503466,157,3,25,16,11019449.32036748,0.6266632774174893,0,Mass,0,0.08360455349274644
L01238,26,30876597,60,3,22,70,136173979.15158415,0.8934204347478805,0,Mass,1,0.44095005712970214
L01239,34,46863917,86,2,19,78,50788668.83667042,0.7385590299758077,0,Priority,1,0.17028018558541957
L01240,22,45428523,36,2,13,42,65148907.26132261,0.39420503636931925,0,Mass,1,0.5166065099926024
L01241,43,30275806,33,2,21,10,2601130.752970939,0.9226833937481533,0,Mass,0,0.09506473440218272
L01242,55,10864997,48,4,15,55,12896396.396904947,0.7617480550909672,0,Mass,1,0.457670919958859
L01243,64,23434773,66,4,19,89,7871598.083269806,0.07515662546535944,0,Mass,1,0.6746949736841756
L01244,43,36849571,50,4,18,36,25839140.007990725,0.15492777252808534,0,Priority,1,0.4371288029592104
L01245,60,29777199,28,4,20,87,43287204.339847036,0.24621004584030526,0,Mass,0,0.4300529095850357
L01246,65,19891699,81,1,19,89,20790089.64984021,0.1251532247061793,0,Mass,1,0.6313839809982841
L01247,59,19759708,113,4,20,35,6268769.970480481,0.4868844972952835,0,Affluent,1,0.5137349564114363
L01248,41,6748494,59,5,18,64,7744917.820069917,0.3566462379729497,0,Mass,1,0.4596797264659146
L01249,35,17273438,97,4,21,13,27899843.158016942,0.9256329173582225,0,Mass,0,0.27068089154636904
L01250,65,34791337,49,3,17,60,30818753.184234686,0.4754624875260556,1,Mass,0,0.24742209505332188
L01251,31,15100459,127,2,16,90,17270547.14611746,0.24093937415816064,0,Mass,0,0.37554277084998405
L01252,39,49696054,117,4,24,95,17078854.51921648,0.9236577598170599,0,Mass,0,0.320567222675308
L01253,24,7791687,173,3,17,28,15770998.83870783,0.5124936122816609,1,Affluent,0,0.1521186373044347
L01254,56,31083598,10,2,28,70,19631722.619093083,0.11575379420299417,0,Mass,0,0.4278034279606761
L01255,50,26841985,154,3,27,16,30692280.586275965,0.12278715891667194,0,Mass,0,0.21417628144317577
L01256,24,42331993,62,1,15,35,28168826.080570254,0.6577634137490401,0,Mass,0,0.19991798873836705
L01257,30,44837037,12,5,17,86,15357986.547584657,0.4953163001247636,1,Mass,1,0.4993046642140722
L01258,45,29000047,125,4,22,68,14282011.149218464,0.6118077330040063,0,Mass,0,0.17415794706466828
L01259,45,32986990,31,2,10,45,13746055.24986302,0.8146940073729935,0,Priority,1,0.5881350382913714
L01260,57,36151869,32,4,23,97,6873817.0060715955,0.6632452498785865,0,Affluent,0,0.5487111567371123
L01261,32,27964879,177,1,14,79,6787088.462665992,0.8256108722229307,0,Priority,0,0.16403432171949986
L01262,62,12504847,40,2,23,12,25842139.562818844,0.7184196409596347,0,Mass,0,0.13904336673823764
L01263,41,23715274,99,4,26,17,7353536.2112925835,0.6569597776945155,1,Mass,1,0.5042759486123704
L01264,58,15111417,37,1,17,67,33851525.64226764,0.17122886722008768,1,Mass,0,0.5141845628638492
L01265,31,25362474,23,4,23,89,14249295.830163913,0.48454485158744437,0,Mass,0,0.3218860168638477
L01266,22,32297098,1,5,28,24,34043715.86732873,0.4397834234004566,1,Mass,1,0.3070554227401684
L01267,23,13626757,3,3,21,58,28360831.045060076,0.5366258134716819,1,Mass,1,0.19062735686933052
L01268,37,15473554,86,2,26,84,34847455.6479557,0.4020285741484483,1,Affluent,0,0.3578151618478103
L01269,63,41855050,79,4,24,88,9315544.389600387,0.6083935236325055,1,Affluent,1,0.5058083528812427
L01270,23,21375672,8,2,23,68,22577405.54583632,0.403210286992613,1,Mass,0,0.17530251837088767
L01271,37,13125616,63,4,31,100,31372703.220677905,0.5518560973962667,0,Mass,1,0.32074229232967305
L01272,25,36805993,50,4,20,95,3179498.569153632,0.4053877788945652,0,Mass,1,0.5406098618073438
L01273,62,36964646,103,1,21,85,82248376.31923617,0.8615906179906782,0,Affluent,0,0.31496493667827763
L01274,51,42003344,180,1,26,70,144604618.23503524,0.3860741126298349,0,Mass,1,0.4355785245016535
L01275,55,38959310,125,1,19,99,38680612.11642084,0.707839256959458,1,Affluent,1,0.7784689193234078
L01276,53,49630535,166,1,20,11,33580010.46295227,0.6023616524951523,1,Mass,0,0.5741300804483106
L01277,50,30443975,35,2,18,18,27026254.93599647,0.3969711751476505,1,Affluent,0,0.3307703666665256
L01278,55,17193810,39,1,14,56,10854902.914239317,0.7768679616027792,1,Affluent,1,0.4258380504466353
L01279,21,43694613,136,5,21,71,13435225.008123595,0.8848104524678043,0,Mass,0,0.3539147184672421
L01280,59,16181513,56,5,21,92,39348391.46781091,0.7344358987512958,0,Affluent,0,0.35696184121843016
L01281,54,17388316,153,1,15,71,5667981.20725204,0.9037292412959954,0,Priority,0,0.14893609378830577
L01282,54,42110739,84,2,13,31,5193112.8093401985,0.4426760226782537,0,Mass,0,0.2663370490317213
L01283,38,44554392,37,4,14,92,10081691.05897556,0.8723660509830095,1,Mass,1,0.6728826216166225
L01284,57,19609689,152,4,15,17,28913348.54922786,0.8386006738591892,0,Mass,0,0.07100823256277913
L01285,38,37552881,100,3,15,18,6309863.492671128,0.7361485837972149,0,Mass,0,0.16653853829667759
L01286,23,46430186,145,5,22,75,11972760.775266523,0.8016806256384466,0,Priority,0,0.5000067634629092
L01287,61,40742492,82,4,14,97,13482257.97540083,0.7071202756492525,0,Mass,1,0.4781795088424338
L01288,31,4229722,23,4,24,55,5453082.049311714,0.511077616059425,1,Affluent,1,0.4181804251200031
L01289,25,34570666,123,3,12,22,1307716.2357012823,0.5471772360277461,1,Affluent,0,0.4408197928431163
L01290,48,11815000,23,3,13,14,5373812.727370932,0.4259180998976454,0,Mass,1,0.410541248184699
L01291,31,42931778,120,2,18,99,19471205.21150776,0.6478634196401604,1,Mass,0,0.3521731834707829
L01292,59,7083851,76,3,24,35,24390498.95503728,0.3423108900052468,0,Affluent,0,0.15937476207219062
L01293,40,49682547,143,5,22,68,24591803.219719354,0.715693529714896,0,Mass,0,0.479111432482645
L01294,21,12157121,157,2,20,39,27594668.83587905,0.5046038245089439,0,Mass,0,0.38536567675609107
L01295,63,23327491,74,1,16,29,8017729.6884664055,0.36786912377526576,1,Priority,0,0.16904035359911276
L01296,44,14767909,159,3,23,70,6471714.567528713,0.18250512638474814,1,Mass,1,0.47341134805777413
L01297,32,41440121,20,4,23,77,21826137.204389345,0.2799733180980731,0,Affluent,1,0.5312586495137751
L01298,51,22100959,20,5,21,52,12137503.60784601,0.6261803266385536,0,Mass,0,0.4259094733370475
L01299,44,38250668,179,3,12,56,37156132.20585479,0.3828643749995028,1,Affluent,1,0.6164579762083402
L01300,22,7092034,104,4,22,54,21964417.67190335,0.0798522135726389,1,Affluent,0,0.47703963704409086
L01301,55,24832027,82,2,19,63,54156107.949383266,0.3467642267408194,0,Mass,1,0.38315416193184176
L01302,39,45908388,29,3,20,83,9416974.858985454,0.37972192908151475,0,Mass,0,0.3518491734634894
L01303,52,46639653,53,3,20,74,43622996.37975352,0.26087079269318164,0,Mass,0,0.6109534390235751
L01304,61,13599903,124,2,24,35,114746586.15794277,0.3076835258638521,1,Affluent,1,0.6080001826652885
L01305,48,22143592,148,4,16,32,15828193.723031957,0.6844346854059671,0,Mass,0,0.2196243355856183
L01306,51,22819271,165,5,10,71,24713678.556013726,0.7216398084923139,0,Mass,0,0.2515287581066192
L01307,32,30011432,74,2,18,68,5915179.907303419,0.9130090693927361,1,Mass,0,0.2819701929446268
L01308,31,28717505,82,1,17,43,36675418.20577743,0.15627943892335855,0,Priority,0,0.5276459466614503
L01309,39,8873348,30,5,26,86,46391134.335786186,0.3305525039319009,0,Mass,1,0.3921321628845862
L01310,59,39082676,15,5,17,48,9148564.822961243,0.1193400733827518,1,Affluent,0,0.39442341350681925
L01311,44,14385658,79,5,14,40,26956104.18765033,0.6019733605115462,0,Priority,1,0.504545831905365
L01312,36,18487284,105,2,22,60,19856331.826010134,0.06474946397342518,0,Mass,0,0.19043505582058548
L01313,56,42672023,19,4,15,27,22172116.621046882,0.23482070720908832,0,Priority,0,0.5443809450913017
L01314,59,35724009,74,4,16,73,33786791.4925045,0.5782820402398566,0,Mass,1,0.1416682479944003
L01315,61,22241425,116,4,18,91,25202664.17354457,0.372864782619673,0,Affluent,1,0.5134973631095374
L01316,34,45973801,146,5,14,96,13053579.33792512,0.5399386331816591,0,Affluent,0,0.5884192742198469
L01317,52,22127868,169,5,17,50,34513362.108032845,0.6262137576178121,0,Mass,0,0.09094087300998928
L01318,47,30012787,62,3,21,34,45599934.97930205,0.8050460610725094,0,Mass,1,0.2534839506869002
L01319,41,15315126,71,1,28,53,8618023.50897573,0.4035876991853144,1,Affluent,0,0.20622888408743484
L01320,38,12426923,158,1,16,19,14973037.356185107,0.301007223174758,0,Mass,1,0.1592489137301802
L01321,26,26614075,125,5,18,70,2558336.892172312,0.5349246201606178,1,Mass,1,0.3775335359409423
L01322,33,29898891,50,5,21,49,26887143.85159788,0.11271317690698603,1,Affluent,0,0.3273675648884347
L01323,45,41067580,124,1,25,21,50966460.410059035,0.08772280048553298,0,Mass,0,0.16385635269644946
L01324,60,21981590,29,2,26,59,11597098.918638183,0.4570135115089086,0,Mass,0,0.15762437233686444
L01325,59,45177549,81,2,22,75,17141224.624197606,0.24627087502990447,0,Mass,1,0.6083633038013475
L01326,29,31939680,56,2,25,30,12035425.98543996,0.056494917692031243,0,Mass,1,0.4327184878078638
